instance_id,task_type,variant_type,lang,repo,original_split,empirical_success_rate,reward_mean,reward_std,difficulty,difficulty_score,train_recommended,n_f2p_effective,n_p2p_effective,prompt_tokens
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__pswkwm97,swe_patch,swe_32k,en,swesmith/pudo__dataset.5c2dc8d3,train,0.125,0.125,0.33071891388307384,hard,9,True,2,30,18285
jd__tenacity.0d40e76f.combine_module__jua0momz,swe_patch,swe_64k,en,swesmith/jd__tenacity.0d40e76f,train,0.0,0.0125,0.02165063509461097,very_hard,10,True,15,30,36731
pdfminer__pdfminer.six.1a8bd2f7.combine_file__dkox5kc3,swe_patch,swe_64k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.05021213203435597,0.04354914698861043,very_hard,10,True,50,30,57518
PyCQA__flake8.cf1542ce.func_basic__ahsvw4y9,swe_patch,swe_128k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.2802800746377513,0.3270863336583586,very_hard,10,True,1,30,75528
Suor__funcy.207a7810.combine_file__fhtvhqfu,swe_patch,swe_64k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.037500000000000006,0.033071891388307385,very_hard,10,True,5,30,38625
Suor__funcy.207a7810.combine_file__1vbqy9bz,swe_patch,swe_64k,ko,swesmith/Suor__funcy.207a7810,train,0.0,0.15039965809277261,0.16413117050334555,very_hard,10,True,18,30,38422
pudo__dataset.5c2dc8d3.combine_file__glss5km2,swe_patch,swe_32k,ko,swesmith/pudo__dataset.5c2dc8d3,train,0.0,0.13273502691896258,0.08642965162073409,very_hard,10,True,3,30,18489
Suor__funcy.207a7810.combine_file__3u9hti2d,swe_patch,swe_32k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.046875,0.0642717618787598,very_hard,10,True,4,30,28271
agronholm__typeguard.b6a7e438.combine_file__qxclmho4,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.05,0.04330127018922194,very_hard,10,True,50,30,57480
pygments__pygments.27649ebb.combine_file__4m8o66cm,swe_patch,swe_128k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.0125,0.02165063509461097,very_hard,10,True,2,30,116996
pdfminer__pdfminer.six.1a8bd2f7.combine_file__hhvxkwe1,swe_patch,swe_64k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.00625,0.016535945694153693,very_hard,10,True,50,30,57929
Suor__funcy.207a7810.combine_file__effl2cbb,swe_patch,swe_64k,ko,swesmith/Suor__funcy.207a7810,train,0.375,0.375,0.4841229182759271,medium,6,True,4,30,38798
agronholm__typeguard.b6a7e438.combine_file__cczk49sy,swe_patch,swe_64k,ko,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.037500000000000006,0.04841229182759271,very_hard,10,True,50,30,58126
Knio__dominate.9082227e.combine_file__29cxy57f,swe_patch,swe_32k,ko,swesmith/Knio__dominate.9082227e,train,0.0,0.16231601717798214,0.15059619518126424,very_hard,10,True,2,30,24638
bottlepy__bottle.a8dfef30.func_basic__4e8v44sy,swe_patch,swe_64k,en,swesmith/bottlepy__bottle.a8dfef30,train,0.5,0.5,0.5,easy,5,True,1,30,57416
jd__tenacity.0d40e76f.combine_file__1n8ql04e,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.5,0.5473568501158668,0.46727063748368564,easy,5,True,5,30,36983
pygments__pygments.27649ebb.combine_file__4kdt7dkw,swe_patch,swe_64k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.037500000000000006,0.0414578098794425,very_hard,10,True,50,30,58481
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__3h7ea801,swe_patch,swe_32k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.00625,0.016535945694153693,very_hard,10,True,2,30,27840
pudo__dataset.5c2dc8d3.func_pm_op_swap__6oubkhmq,swe_patch,swe_32k,en,swesmith/pudo__dataset.5c2dc8d3,train,0.125,0.1625,0.3169680583276491,hard,9,True,2,30,18222
pyupio__safety.7654596b.combine_module__6x1lxddx,swe_patch,swe_128k,en,swesmith/pyupio__safety.7654596b,train,0.0,0.08125,0.03479852726768764,very_hard,10,True,1,30,117022
bottlepy__bottle.a8dfef30.func_basic__45wi5g3r,swe_patch,swe_64k,ko,swesmith/bottlepy__bottle.a8dfef30,train,0.125,0.1625,0.3199120973017432,hard,9,True,1,30,58025
agronholm__typeguard.b6a7e438.combine_file__s2lyq271,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.1,0.0,unsolved_no_signal,10,False,2,30,62271
oauthlib__oauthlib.1fd52536.combine_file__2nfzwp19,swe_patch,swe_32k,ko,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.14281650429449552,0.0784070593760501,very_hard,10,True,50,30,28423
Knio__dominate.9082227e.combine_file__4oiguynb,swe_patch,swe_32k,en,swesmith/Knio__dominate.9082227e,train,0.0,0.16557224523681938,0.25871853558375446,very_hard,10,True,50,3,24471
agronholm__typeguard.b6a7e438.combine_module__c3x1nc9h,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.025,0.025,very_hard,10,True,50,30,57595
pygments__pygments.27649ebb.combine_file__27iktd6j,swe_patch,swe_64k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.03125,0.03479852726768764,very_hard,10,True,22,30,58159
PyCQA__flake8.cf1542ce.combine_module__a7f2sl8j,swe_patch,swe_64k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.10303300858899106,0.12496319801805293,very_hard,10,True,2,30,57800
jd__tenacity.0d40e76f.combine_file__mged6jg2,swe_patch,swe_64k,en,swesmith/jd__tenacity.0d40e76f,train,0.0,0.018750000000000003,0.024206145913796356,very_hard,10,True,4,30,36929
bottlepy__bottle.a8dfef30.func_basic__1oowr66z,swe_patch,swe_128k,en,swesmith/bottlepy__bottle.a8dfef30,train,0.0,0.0125,0.033071891388307385,very_hard,10,True,2,30,96355
agronholm__typeguard.b6a7e438.combine_file__b1knf251,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.025,0.04330127018922194,very_hard,10,True,4,30,62252
Knio__dominate.9082227e.combine_file__h3zeq2of,swe_patch,swe_32k,ko,swesmith/Knio__dominate.9082227e,train,0.0,0.14763929742100523,0.16171115404087935,very_hard,10,True,5,30,24637
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,swe_patch,swe_64k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.025,0.025,very_hard,10,True,5,30,58014
pdfminer__pdfminer.six.1a8bd2f7.func_basic__15p0z6ws,swe_patch,swe_32k,ko,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.07500000000000001,0.04330127018922193,very_hard,10,True,50,30,27873
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__lukb6vb8,swe_patch,swe_32k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,1.0,1.0,0.0,trivial,0,False,1,30,28071
jd__tenacity.0d40e76f.combine_module__7f90zoga,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.0,0.06895497224367902,0.05341229182759271,very_hard,10,True,15,30,36810
Knio__dominate.9082227e.combine_file__2zd38qg5,swe_patch,swe_32k,en,swesmith/Knio__dominate.9082227e,train,0.0,0.3370781572999748,0.24860902503981716,very_hard,10,True,5,30,24650
jaraco__inflect.c079a96a.func_basic__fod8oiog,swe_patch,swe_64k,ko,swesmith/jaraco__inflect.c079a96a,train,0.0,0.0,0.0,unsolved_no_signal,10,False,1,30,52580
PyCQA__flake8.cf1542ce.combine_file__bnpax9t0,swe_patch,swe_32k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.1038992280838689,0.10884590589596824,very_hard,10,True,41,30,27920
Knio__dominate.9082227e.combine_file__ubumxmnm,swe_patch,swe_32k,ko,swesmith/Knio__dominate.9082227e,train,0.0,0.2639480722119316,0.14048349707821403,very_hard,10,True,12,30,24566
pyupio__safety.7654596b.combine_module__1me0k443,swe_patch,swe_128k,en,swesmith/pyupio__safety.7654596b,train,0.0,0.05,0.03535533905932738,very_hard,10,True,1,29,117371
PyCQA__flake8.cf1542ce.combine_module__otikc541,swe_patch,swe_32k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.05625,0.03903123748998999,very_hard,10,True,2,30,28226
jd__tenacity.0d40e76f.func_basic__1avsmufn,swe_patch,swe_32k,ko,swesmith/jd__tenacity.0d40e76f,train,0.75,0.75,0.4330127018922193,easy,2,True,2,30,28276
oauthlib__oauthlib.1fd52536.combine_file__6cwt9dv9,swe_patch,swe_128k,ko,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.018750000000000003,0.03479852726768764,very_hard,10,True,5,30,117738
mahmoud__boltons.3bfcfdd0.combine_file__uoygvpco,swe_patch,swe_32k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.125,0.2533248290463863,0.30178606682752895,hard,9,True,3,30,27813
oauthlib__oauthlib.1fd52536.combine_file__5gdrqq82,swe_patch,swe_32k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.07090290039756343,0.08611027113373809,very_hard,10,True,50,30,28229
PyCQA__flake8.cf1542ce.combine_file__glhs0z8e,swe_patch,swe_64k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.125,0.19110685011586676,0.32765384457070695,hard,9,True,5,30,58400
mahmoud__boltons.3bfcfdd0.func_basic__obaisyei,swe_patch,swe_64k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.025,0.04330127018922194,very_hard,10,True,2,30,58319
jd__tenacity.0d40e76f.func_basic__2xgiyq9x,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.375,0.4530330085889911,0.44058789684534616,medium,6,True,8,30,36931
Knio__dominate.9082227e.func_basic__b1llxp0l,swe_patch,swe_32k,en,swesmith/Knio__dominate.9082227e,train,0.0,0.025,0.04330127018922194,very_hard,10,True,1,30,24679
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0tgvwq39,swe_patch,swe_128k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.0,0.0,unsolved_no_signal,10,False,1,30,116802
Knio__dominate.9082227e.func_basic__z2nm0q5v,swe_patch,swe_32k,en,swesmith/Knio__dominate.9082227e,train,0.375,0.39375,0.4706627640891087,medium,6,True,4,30,24572
Suor__funcy.207a7810.combine_file__4ho5rovv,swe_patch,swe_64k,ko,swesmith/Suor__funcy.207a7810,train,0.0,0.05,0.05,very_hard,10,True,4,30,38580
PyCQA__flake8.cf1542ce.combine_file__lrtto2cu,swe_patch,swe_128k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.0125,0.02165063509461097,very_hard,10,True,46,30,75226
PyCQA__flake8.cf1542ce.combine_file__knaurfrv,swe_patch,swe_64k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.06995392161132566,0.08459500697270281,very_hard,10,True,48,30,58283
jd__tenacity.0d40e76f.combine_file__u92q5owo,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.75,0.7890165042944955,0.3736726599709877,easy,2,True,2,12,37007
jd__tenacity.0d40e76f.combine_file__cuo9gg46,swe_patch,swe_32k,ko,swesmith/jd__tenacity.0d40e76f,train,0.25,0.3392953045921555,0.4363065174852967,medium,8,True,25,30,28057
agronholm__typeguard.b6a7e438.combine_file__4bk2n7og,swe_patch,swe_64k,ko,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.1357995128834866,0.14019948244307137,very_hard,10,True,2,30,62399
mahmoud__boltons.3bfcfdd0.func_basic__h2xp7n5m,swe_patch,swe_32k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.875,0.875,0.33071891388307384,very_easy,1,True,1,30,28137
mahmoud__boltons.3bfcfdd0.func_pm_op_change__4hnmekso,swe_patch,swe_32k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.375,0.40625,0.461273712127626,medium,6,True,1,30,27781
pudo__dataset.5c2dc8d3.func_basic__gfn1ybos,swe_patch,swe_32k,ko,swesmith/pudo__dataset.5c2dc8d3,train,1.0,1.0,0.0,trivial,0,False,2,30,18472
pudo__dataset.5c2dc8d3.func_basic__9n4wdmp6,swe_patch,swe_32k,en,swesmith/pudo__dataset.5c2dc8d3,train,0.125,0.16875,0.3161659967485435,hard,9,True,1,30,18384
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__48b5m32l,swe_patch,swe_64k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.25,0.25,0.4330127018922193,medium,8,True,1,30,57486
agronholm__typeguard.b6a7e438.combine_file__e4rqzfcc,swe_patch,swe_32k,ko,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.08750000000000001,0.033071891388307385,very_hard,10,True,17,30,28007
bottlepy__bottle.a8dfef30.func_basic__1t9xoez4,swe_patch,swe_64k,ko,swesmith/bottlepy__bottle.a8dfef30,train,0.375,0.3875,0.4754931650402559,medium,6,True,48,30,58393
bottlepy__bottle.a8dfef30.func_basic__38f635ao,swe_patch,swe_64k,en,swesmith/bottlepy__bottle.a8dfef30,train,0.125,0.125,0.33071891388307384,hard,9,True,1,30,57570
agronholm__typeguard.b6a7e438.combine_file__3qg8gxw1,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.025,0.04330127018922194,very_hard,10,True,1,30,57738
pygments__pygments.27649ebb.combine_file__48kmjp3b,swe_patch,swe_32k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.05716640786499874,0.06479030316962839,very_hard,10,True,5,30,28193
bottlepy__bottle.a8dfef30.func_basic__4430irv8,swe_patch,swe_64k,en,swesmith/bottlepy__bottle.a8dfef30,train,0.125,0.13125,0.32876425824593525,hard,9,True,15,30,58292
Suor__funcy.207a7810.combine_file__a7cg73k3,swe_patch,swe_64k,ko,swesmith/Suor__funcy.207a7810,train,0.0,0.09119847741468118,0.05428917517597771,very_hard,10,True,7,30,38435
pdfminer__pdfminer.six.1a8bd2f7.func_basic__1asp3uma,swe_patch,swe_64k,ko,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.25,0.39785682647248893,0.368812721132849,medium,8,True,36,30,58497
jd__tenacity.0d40e76f.combine_module__xor0ajnm,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.0,0.06895497224367902,0.05341229182759271,very_hard,10,True,15,30,36808
PyCQA__flake8.cf1542ce.combine_module__vcgakdqu,swe_patch,swe_64k,ko,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.037500000000000006,0.033071891388307385,very_hard,10,True,4,30,58902
pyupio__safety.7654596b.combine_file__vdij44ev,swe_patch,swe_32k,ko,swesmith/pyupio__safety.7654596b,train,0.0,0.22117736942483016,0.0946671985040836,very_hard,10,True,3,29,28149
oauthlib__oauthlib.1fd52536.combine_file__6za0pzef,swe_patch,swe_64k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.08276650429449553,0.09362428438054071,very_hard,10,True,4,30,58576
agronholm__typeguard.b6a7e438.combine_file__nmuahjx1,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.018750000000000003,0.024206145913796356,very_hard,10,True,50,30,62296
Suor__funcy.207a7810.combine_file__bxevtrf7,swe_patch,swe_32k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.031708203932499374,0.05653521548446513,very_hard,10,True,5,30,28265
pygments__pygments.27649ebb.combine_file__4e4gz8ub,swe_patch,swe_64k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.037500000000000006,0.0414578098794425,very_hard,10,True,11,30,58498
agronholm__typeguard.b6a7e438.combine_file__i6w51g2f,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.0125,0.02165063509461097,very_hard,10,True,50,30,57949
bottlepy__bottle.a8dfef30.func_basic__1ug0dq6u,swe_patch,swe_64k,en,swesmith/bottlepy__bottle.a8dfef30,train,0.0,0.026933756729740643,0.07126002217960604,very_hard,10,True,3,30,57313
jaraco__inflect.c079a96a.func_basic__epndu1j2,swe_patch,swe_64k,en,swesmith/jaraco__inflect.c079a96a,train,0.0,0.0,0.0,unsolved_no_signal,10,False,1,30,52599
pdfminer__pdfminer.six.1a8bd2f7.func_basic__1c5t5wgl,swe_patch,swe_128k,ko,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.625,0.625,0.4841229182759271,easy,4,True,50,30,117636
jaraco__inflect.c079a96a.func_basic__1ohhrkta,swe_patch,swe_64k,en,swesmith/jaraco__inflect.c079a96a,train,0.0,0.0,0.0,unsolved_no_signal,10,False,2,30,52570
jd__tenacity.0d40e76f.combine_module__yjmtlc2r,swe_patch,swe_32k,en,swesmith/jd__tenacity.0d40e76f,train,0.0,0.12675978857941997,0.19913918176789006,very_hard,10,True,10,30,22899
mahmoud__boltons.3bfcfdd0.func_basic__zrn1muyg,swe_patch,swe_64k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.75,0.75625,0.4223723919718238,easy,2,True,1,30,58426
oauthlib__oauthlib.1fd52536.combine_file__5wgd819s,swe_patch,swe_64k,ko,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.046119032332626674,0.059539414722488165,very_hard,10,True,44,30,58041
pdfminer__pdfminer.six.1a8bd2f7.func_basic__18jc4n6p,swe_patch,swe_64k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.25,0.25,0.4330127018922193,medium,8,True,22,30,58452
PyCQA__flake8.cf1542ce.combine_file__i7fq9n55,swe_patch,swe_32k,ko,swesmith/PyCQA__flake8.cf1542ce,train,0.0,0.034722222222222224,0.09186636496752051,very_hard,10,True,9,30,28225
pygments__pygments.27649ebb.combine_file__2afmnz30,swe_patch,swe_128k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.00625,0.016535945694153693,very_hard,10,True,15,30,118796
pyupio__safety.7654596b.combine_module__3tl5c9ji,swe_patch,swe_32k,en,swesmith/pyupio__safety.7654596b,train,0.0,0.05,0.03535533905932738,very_hard,10,True,1,29,28022
mahmoud__boltons.3bfcfdd0.combine_file__ndadca3f,swe_patch,swe_128k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.037500000000000006,0.04841229182759271,very_hard,10,True,1,30,117147
Suor__funcy.207a7810.combine_file__l2ltr2rm,swe_patch,swe_32k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.05625,0.046351240544347895,very_hard,10,True,1,30,28173
mahmoud__boltons.3bfcfdd0.combine_file__aoaokdmx,swe_patch,swe_32k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.3199489742783178,0.18472262642653145,very_hard,10,True,3,30,27941
jd__tenacity.0d40e76f.combine_file__zg0hlvr9,swe_patch,swe_64k,en,swesmith/jd__tenacity.0d40e76f,train,0.0,0.00625,0.016535945694153693,very_hard,10,True,9,30,36929
oauthlib__oauthlib.1fd52536.combine_file__3vj3353w,swe_patch,swe_128k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.018750000000000003,0.024206145913796356,very_hard,10,True,14,30,117544
Suor__funcy.207a7810.combine_file__pljdqiv1,swe_patch,swe_64k,ko,swesmith/Suor__funcy.207a7810,train,0.0,0.07780931089239486,0.06231029864259691,very_hard,10,True,6,30,38415
pygments__pygments.27649ebb.combine_file__3rx6fau2,swe_patch,swe_32k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.15858690332748948,0.26074666355417286,very_hard,10,True,29,30,28288
oauthlib__oauthlib.1fd52536.combine_file__1gnd4ecz,swe_patch,swe_128k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.043750000000000004,0.03903123748998999,very_hard,10,True,4,30,117451
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__vqbi52f0,swe_patch,swe_32k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.1,0.0,unsolved_no_signal,10,False,1,30,27885
jaraco__inflect.c079a96a.func_basic__8n3tlyhx,swe_patch,swe_64k,en,swesmith/jaraco__inflect.c079a96a,train,0.0,0.0,0.0,unsolved_no_signal,10,False,2,30,52502
agronholm__typeguard.b6a7e438.combine_file__bvbn0gpe,swe_patch,swe_32k,ko,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.11336006206407818,0.0549098237262148,very_hard,10,True,50,30,27892
pyupio__safety.7654596b.combine_module__aflewge1,swe_patch,swe_32k,en,swesmith/pyupio__safety.7654596b,train,0.0,0.0125,0.033071891388307385,very_hard,10,True,1,29,27790
oauthlib__oauthlib.1fd52536.combine_file__5jtc65v3,swe_patch,swe_64k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.018750000000000003,0.03479852726768764,very_hard,10,True,6,30,58221
pygments__pygments.27649ebb.combine_file__1q1tvw5n,swe_patch,swe_64k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.037500000000000006,0.0414578098794425,very_hard,10,True,7,30,57515
oauthlib__oauthlib.1fd52536.combine_file__2qdb36cq,swe_patch,swe_64k,en,swesmith/oauthlib__oauthlib.1fd52536,train,0.0,0.05311739843194275,0.05311739843194275,very_hard,10,True,42,30,58360
jd__tenacity.0d40e76f.func_basic__0stgqokp,swe_patch,swe_64k,ko,swesmith/jd__tenacity.0d40e76f,train,0.75,0.76875,0.40073175254776106,easy,2,True,2,12,36810
bottlepy__bottle.a8dfef30.func_basic__4e614lv8,swe_patch,swe_64k,ko,swesmith/bottlepy__bottle.a8dfef30,train,0.0,0.05,0.05,very_hard,10,True,4,30,57363
pygments__pygments.27649ebb.combine_file__3cy6f464,swe_patch,swe_64k,en,swesmith/pygments__pygments.27649ebb,train,0.0,0.0125,0.02165063509461097,very_hard,10,True,9,30,58075
pdfminer__pdfminer.six.1a8bd2f7.combine_file__ie71twzc,swe_patch,swe_128k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.0,0.0,unsolved_no_signal,10,False,1,30,117028
Knio__dominate.9082227e.func_pm_ctrl_shuffle__kfrdb3er,swe_patch,swe_32k,en,swesmith/Knio__dominate.9082227e,train,0.125,0.1375,0.3266783586342995,hard,9,True,7,30,24520
oauthlib__oauthlib.1fd52536.combine_file__7nloo8og,swe_patch,swe_32k,en,swesmith/oauthlib__oauthlib.1fd52536,train,1.0,1.0,0.0,trivial,0,False,1,30,27915
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__sicey4qf,swe_patch,swe_64k,en,swesmith/mahmoud__boltons.3bfcfdd0,train,0.125,0.14375,0.3254204011736203,hard,9,True,2,30,58054
jd__tenacity.0d40e76f.combine_file__dcboug1i,swe_patch,swe_64k,en,swesmith/jd__tenacity.0d40e76f,train,0.0,0.10303300858899106,0.12243692604316357,very_hard,10,True,4,30,36835
mahmoud__boltons.3bfcfdd0.combine_file__hfr8b06x,swe_patch,swe_64k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.125,0.14375,0.3254204011736203,hard,9,True,3,30,57908
PyCQA__flake8.cf1542ce.func_basic__t9pbpqjy,swe_patch,swe_128k,en,swesmith/PyCQA__flake8.cf1542ce,train,0.375,0.375,0.4841229182759271,medium,6,True,1,30,75588
agronholm__typeguard.b6a7e438.combine_module__0y5c1grn,swe_patch,swe_64k,en,swesmith/agronholm__typeguard.b6a7e438,train,0.0,0.03125,0.03479852726768764,very_hard,10,True,50,30,54581
mahmoud__boltons.3bfcfdd0.combine_file__l8k1vlai,swe_patch,swe_32k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.19370092828199453,0.16031002060307767,very_hard,10,True,3,30,27941
mahmoud__boltons.3bfcfdd0.combine_file__t1ybp4kc,swe_patch,swe_128k,ko,swesmith/mahmoud__boltons.3bfcfdd0,train,0.0,0.043750000000000004,0.016535945694153693,very_hard,10,True,2,30,117384
Suor__funcy.207a7810.combine_file__pecpiuuj,swe_patch,swe_64k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.03232001011045441,0.036960497042691456,very_hard,10,True,17,30,38409
pdfminer__pdfminer.six.1a8bd2f7.combine_file__u0ldx57c,swe_patch,swe_128k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.018750000000000003,0.03479852726768764,very_hard,10,True,50,30,116596
pdfminer__pdfminer.six.1a8bd2f7.combine_file__f7px3uhn,swe_patch,swe_128k,en,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.08794733192202056,0.09677155156450712,very_hard,10,True,5,30,116742
pdfminer__pdfminer.six.1a8bd2f7.func_basic__0cphw74b,swe_patch,swe_128k,ko,swesmith/pdfminer__pdfminer.six.1a8bd2f7,train,0.0,0.00625,0.016535945694153693,very_hard,10,True,4,30,118910
Suor__funcy.207a7810.combine_file__186umsl2,swe_patch,swe_32k,en,swesmith/Suor__funcy.207a7810,train,0.0,0.043750000000000004,0.03903123748998999,very_hard,10,True,7,30,27821
