instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
pudo__dataset.5c2dc8d3.combine_file__wxwkl5tn,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,79941,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__7moimff0,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,90979,swe_smith,en
Suor__funcy.207a7810.combine_file__5c2gq3ju,swesmith/Suor__funcy.207a7810,t15_repo_patch,6,197,0.4,learnable,core,True,True,99911,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__4rir7g2k,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,3,369,0.6,learnable,core,True,True,267554,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__qz2g332b,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,71,98,0.25,learnable,core,True,True,116383,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__ari1pvlw,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,92130,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_basic__2bbqxvei,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,235057,swe_smith,ko
pyupio__safety.7654596b.combine_file__tmvna21t,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.4,learnable,core,True,True,261663,swe_smith,en
Suor__funcy.207a7810.combine_file__be6tat1i,swesmith/Suor__funcy.207a7810,t15_repo_patch,2,201,0.75,learnable,core,True,True,136999,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__548m4o51,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,476186,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__4gcf36bk,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,1,122,0.6,learnable,core,True,True,122542,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__ib9j050b,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,263818,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__aa3bb0yq,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,473788,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_base__nzathmgu,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78371,swe_smith,ko
pygments__pygments.27649ebb.combine_file__07pfbsi4,swesmith/pygments__pygments.27649ebb,t15_repo_patch,3,5057,0.4,learnable,core,True,True,227610,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__guqsm0lk,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,89,367,0.4,learnable,core,True,True,285728,swe_smith,ko
pyupio__safety.7654596b.combine_file__vtudncut,swesmith/pyupio__safety.7654596b,t15_repo_patch,9,109,0.25,learnable,core,True,True,547210,swe_smith,en
jd__tenacity.0d40e76f.combine_file__qdll5l0h,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.6,learnable,core,True,True,158857,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__2bjss26m,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,33,423,0.25,learnable,core,True,True,263189,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_basic__x0it4etp,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.4,learnable,core,True,True,109434,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__lggd16za,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,2,2101,0.4,learnable,core,True,True,322877,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__5ri2mg9d,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,46,627,0.25,learnable,core,True,True,533366,swe_smith,ko
joke2k__faker.8b401a7d.func_pm_remove_assign__1m4ki321,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,1,2102,0.75,learnable,core,True,True,196967,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__80bjmmcp,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,7,666,0.25,learnable,core,True,True,545694,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__4989os43,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,26,647,0.4,learnable,core,True,True,127247,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__0y673oox,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,13,660,0.4,learnable,core,True,True,130563,swe_smith,en
Knio__dominate.9082227e.func_basic__hcxbqwpj,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91240,swe_smith,ko
jd__tenacity.0d40e76f.combine_module__nbe3ab8d,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.25,learnable,core,True,True,158680,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__me50wn6u,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,7,245,0.4,learnable,core,True,True,552803,swe_smith,en
jd__tenacity.0d40e76f.combine_file__w5na1oqu,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,4,119,0.75,learnable,core,True,True,120183,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__72dmf0wo,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,200,210,0.4,learnable,core,True,True,121825,swe_smith,en
jaraco__inflect.c079a96a.func_basic__bm66rqbr,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,8,142,0.6,learnable,core,True,True,186562,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__ddls41eq,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,25,125,0.4,learnable,core,True,True,186911,swe_smith,en
pyupio__safety.7654596b.combine_module__bbdsgelf,swesmith/pyupio__safety.7654596b,t15_repo_patch,3,115,0.4,learnable,core,True,True,129954,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__mn8171fl,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,557335,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_op_change_const__r86tm1wy,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.75,learnable,core,True,True,222577,swe_smith,en
cantools__cantools.0c6a7871.combine_file__1w4tyzon,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,7,365,0.75,learnable,core,True,True,500738,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__0ojljd70,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,17,355,0.75,learnable,core,True,True,513221,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__ikqnpwwc,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,6,2097,0.6,learnable,core,True,True,96709,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_ctrl_invert_if__2te3u0dq,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,479348,swe_smith,en
jaraco__inflect.c079a96a.combine_file__y2ozfoh0,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,78,72,0.4,learnable,core,True,True,187253,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__y13wn9wt,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.4,learnable,core,True,True,296235,swe_smith,en
pygments__pygments.27649ebb.combine_file__0btycrpr,swesmith/pygments__pygments.27649ebb,t15_repo_patch,6,5054,0.6,learnable,core,True,True,113165,swe_smith,en
jaraco__inflect.c079a96a.func_basic__31p51k97,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,37,113,0.25,learnable,core,True,True,187813,swe_smith,en
bottlepy__bottle.a8dfef30.combine_file__xtjxmlv7,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,21,344,0.75,learnable,core,True,True,361297,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__3ux1gb1w,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,88,277,0.25,learnable,core,True,True,250350,swe_smith,en
pyupio__safety.7654596b.combine_module__2g5exe74,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.4,learnable,core,True,True,125300,swe_smith,ko
Knio__dominate.9082227e.func_basic__s567f7gk,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91280,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__ab58f4n1,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.75,learnable,core,True,True,80726,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__4w9s5f89,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,2,363,0.6,learnable,core,True,True,361297,swe_smith,ko
mahmoud__boltons.3bfcfdd0.combine_file__5i1f4zan,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.4,learnable,core,True,True,106126,swe_smith,en
pygments__pygments.27649ebb.combine_file__2119qs4x,swesmith/pygments__pygments.27649ebb,t15_repo_patch,28,5032,0.25,learnable,core,True,True,119814,swe_smith,en
cantools__cantools.0c6a7871.combine_file__01jft1mj,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,6,366,0.4,learnable,core,True,True,502335,swe_smith,en
pyupio__safety.7654596b.combine_module__0nqeq5zi,swesmith/pyupio__safety.7654596b,t15_repo_patch,4,114,0.25,learnable,core,True,True,266538,swe_smith,en
Knio__dominate.9082227e.func_pm_ctrl_shuffle__4b96h7zr,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.6,learnable,core,True,True,91329,swe_smith,en
Suor__funcy.207a7810.combine_file__3y0j7te5,swesmith/Suor__funcy.207a7810,t15_repo_patch,3,200,0.4,learnable,core,True,True,136674,swe_smith,ko
Suor__funcy.207a7810.combine_file__ek2i9idc,swesmith/Suor__funcy.207a7810,t15_repo_patch,6,197,0.4,learnable,core,True,True,98012,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__2kq6j5km,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,13,660,0.75,learnable,core,True,True,533958,swe_smith,en
jaraco__inflect.c079a96a.func_basic__c5803m21,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,5,145,0.6,learnable,core,True,True,187039,swe_smith,en
Suor__funcy.207a7810.combine_file__71pmnmxj,swesmith/Suor__funcy.207a7810,t15_repo_patch,4,199,0.6,learnable,core,True,True,100753,swe_smith,en
jaraco__inflect.c079a96a.combine_file__p1km6bf3,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,41,109,0.25,learnable,core,True,True,187294,swe_smith,en
Suor__funcy.207a7810.combine_file__nbt4dfpe,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.4,learnable,core,True,True,136965,swe_smith,en
joke2k__faker.8b401a7d.combine_file__t04m0xvp,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.4,learnable,core,True,True,199210,swe_smith,ko
pyupio__safety.7654596b.combine_module__5d22wxdn,swesmith/pyupio__safety.7654596b,t15_repo_patch,28,90,0.4,learnable,core,True,True,127398,swe_smith,en
pygments__pygments.27649ebb.combine_file__15x4uecw,swesmith/pygments__pygments.27649ebb,t15_repo_patch,24,5036,0.75,learnable,core,True,True,236184,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__1i9gep13,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,1,6,0.6,learnable,core,True,True,90943,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__aek3kycy,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,8,161,0.4,learnable,core,True,True,112401,swe_smith,ko
Suor__funcy.207a7810.combine_file__m9nft7o1,swesmith/Suor__funcy.207a7810,t15_repo_patch,2,201,0.6,learnable,core,True,True,137254,swe_smith,en
jaraco__inflect.c079a96a.func_basic__b9j1i5wg,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,9,141,0.75,learnable,core,True,True,187176,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__3gyog6ey,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,69,604,0.4,learnable,core,True,True,513360,swe_smith,ko
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__suzonpfb,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,13,46,0.6,learnable,core,True,True,79872,swe_smith,ko
pygments__pygments.27649ebb.combine_file__4zwk24my,swesmith/pygments__pygments.27649ebb,t15_repo_patch,3,5057,0.6,learnable,core,True,True,238033,swe_smith,ko
Suor__funcy.207a7810.combine_file__lu54fx6d,swesmith/Suor__funcy.207a7810,t15_repo_patch,16,187,0.25,learnable,core,True,True,136717,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_file__s0m5ibx3,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,31,58,0.4,learnable,core,True,True,111040,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__vyhb3fbr,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,3,2100,0.75,learnable,core,True,True,234401,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__104nbgwq,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,6,359,0.6,learnable,core,True,True,361115,swe_smith,ko
Suor__funcy.207a7810.combine_file__oy6v498h,swesmith/Suor__funcy.207a7810,t15_repo_patch,7,196,0.25,learnable,core,True,True,105331,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__rrvudskj,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,3,86,0.6,learnable,core,True,True,111367,swe_smith,en
joke2k__faker.8b401a7d.combine_module__qc6s251i,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,6,2097,0.6,learnable,core,True,True,291290,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__02y1oom0,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,4,368,0.6,learnable,core,True,True,118711,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__lvq30r88,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,43,46,0.25,learnable,core,True,True,110353,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__hpk86qkf,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,3,416,0.4,learnable,core,True,True,321510,swe_smith,en
cantools__cantools.0c6a7871.combine_file__0t45ljxl,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,9,363,0.25,learnable,core,True,True,93883,swe_smith,en
PyCQA__flake8.cf1542ce.combine_file__a0r77ily,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,3,416,0.6,learnable,core,True,True,248890,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__rdrw2vbh,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,60,109,0.4,learnable,core,True,True,236879,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__0q5tya4o,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,5,668,0.4,learnable,core,True,True,259422,swe_smith,en
jd__tenacity.0d40e76f.combine_file__4sazn12s,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,25,98,0.6,learnable,core,True,True,159447,swe_smith,en
Knio__dominate.9082227e.func_pm_ctrl_shuffle__bswa4b3c,swesmith/Knio__dominate.9082227e,t15_repo_patch,62,3,0.75,learnable,core,True,True,90994,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__gymp2mmm,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,4,3,0.25,learnable,core,True,True,90766,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__pqge760c,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.75,learnable,core,True,True,227812,swe_smith,en
Knio__dominate.9082227e.func_pm_ctrl_shuffle__jfirwmwl,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.4,learnable,core,True,True,91873,swe_smith,en
pygments__pygments.27649ebb.combine_file__1c15vqvc,swesmith/pygments__pygments.27649ebb,t15_repo_patch,2,5058,0.6,learnable,core,True,True,121229,swe_smith,en
joke2k__faker.8b401a7d.combine_module__q3vkn0kx,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.4,learnable,core,True,True,170920,swe_smith,en
Suor__funcy.207a7810.combine_file__8y50osx1,swesmith/Suor__funcy.207a7810,t15_repo_patch,3,200,0.75,learnable,core,True,True,101519,swe_smith,en
jd__tenacity.0d40e76f.func_basic__101pcgqa,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,14,109,0.75,learnable,core,True,True,159283,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__u7zi26zw,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,37,382,0.75,learnable,core,True,True,245369,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_module__60cap35g,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,5,451,0.25,learnable,core,True,True,286092,swe_smith,ko
mahmoud__boltons.3bfcfdd0.func_pm_remove_assign__ug5x9th5,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.75,learnable,core,True,True,483806,swe_smith,en
Knio__dominate.9082227e.lm_rewrite__461x0qe2,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.4,learnable,core,True,True,92133,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__8riiv8bt,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.4,learnable,core,True,True,118199,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__cu9pomo3,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,1,2102,0.6,learnable,core,True,True,356644,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__5rjsdkp6,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,34,385,0.6,learnable,core,True,True,116862,swe_smith,ko
PyCQA__flake8.cf1542ce.func_basic__suqfc8yt,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,115317,swe_smith,en
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__mmx1mulh,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,1,2102,0.75,learnable,core,True,True,105134,swe_smith,en
pygments__pygments.27649ebb.combine_file__0jqqr58z,swesmith/pygments__pygments.27649ebb,t15_repo_patch,4,5056,0.4,learnable,core,True,True,440321,swe_smith,en
pyupio__safety.7654596b.combine_module__av5fdunh,swesmith/pyupio__safety.7654596b,t15_repo_patch,8,110,0.4,learnable,core,True,True,268099,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__3vce9x1z,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.6,learnable,core,True,True,361811,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_file__i0w4anf7,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,4,85,0.6,learnable,core,True,True,110681,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__4ox5mhz8,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,4,361,0.75,learnable,core,True,True,250843,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__bplftd4e,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,92201,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__6vp5bpr2,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,48,41,0.25,learnable,core,True,True,110816,swe_smith,en
joke2k__faker.8b401a7d.combine_module__d5l7upva,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.6,learnable,core,True,True,96506,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_invert_if__zul46nra,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,79410,swe_smith,en
cantools__cantools.0c6a7871.combine_file__50pf4pnz,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,1,371,0.25,learnable,core,True,True,478527,swe_smith,en
Suor__funcy.207a7810.combine_file__r1uaok2m,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.4,learnable,core,True,True,96757,swe_smith,en
joke2k__faker.8b401a7d.func_pm_remove_assign__0rxokmwn,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,81,2022,0.4,learnable,core,True,True,241124,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__dcrhta0k,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,4,415,0.75,learnable,core,True,True,117903,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__cyuuf905,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,14,155,0.25,learnable,core,True,True,222769,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__yc3z28d0,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,130,234,0.75,learnable,core,True,True,268515,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_remove_loop__41jmoeqi,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,5,54,0.6,learnable,core,True,True,79936,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__6f9y9ztr,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,58,615,0.25,learnable,core,True,True,125241,swe_smith,en
pygments__pygments.27649ebb.combine_file__4jamgfs8,swesmith/pygments__pygments.27649ebb,t15_repo_patch,3,5057,0.4,learnable,core,True,True,112742,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_file__bld28s29,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,20,69,0.4,learnable,core,True,True,110558,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__j7dgv9qd,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,5,54,0.6,learnable,core,True,True,80176,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__eml7ze28,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,460896,swe_smith,en
pyupio__safety.7654596b.combine_file__6109m8gn,swesmith/pyupio__safety.7654596b,t15_repo_patch,1,117,0.4,learnable,core,True,True,549102,swe_smith,en
Suor__funcy.207a7810.combine_file__dsudit38,swesmith/Suor__funcy.207a7810,t15_repo_patch,5,198,0.6,learnable,core,True,True,136978,swe_smith,en
jd__tenacity.0d40e76f.combine_file__x4ymm5x6,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.4,learnable,core,True,True,158755,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__9lvhskem,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,24,65,0.75,learnable,core,True,True,110816,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__vjdblcn4,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91627,swe_smith,en
mahmoud__boltons.3bfcfdd0.func_basic__9rz2hyqa,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,230089,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__dye0fzhb,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,91,365,0.4,learnable,core,True,True,286232,swe_smith,en
pyupio__safety.7654596b.combine_module__b4m47adc,swesmith/pyupio__safety.7654596b,t15_repo_patch,4,114,0.25,learnable,core,True,True,548495,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__h5cvi8n8,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,1,455,0.4,learnable,core,True,True,127155,swe_smith,en
joke2k__faker.8b401a7d.combine_file__vdn4x6zj,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,2,2101,0.4,learnable,core,True,True,169709,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__gr8tss67,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.4,learnable,core,True,True,81281,swe_smith,en
jd__tenacity.0d40e76f.func_basic__1l3yf5xv,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,2,121,0.75,learnable,core,True,True,159482,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__2kma4uow,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,9,355,0.25,learnable,core,True,True,130379,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__o64flik6,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.4,learnable,core,True,True,80852,swe_smith,en
cantools__cantools.0c6a7871.combine_file__2i2j5otl,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,21,351,0.4,learnable,core,True,True,436644,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__eqm2kszz,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.6,learnable,core,True,True,119907,swe_smith,en
pyupio__safety.7654596b.combine_module__7juthhlr,swesmith/pyupio__safety.7654596b,t15_repo_patch,4,114,0.25,learnable,core,True,True,266759,swe_smith,en
jaraco__inflect.c079a96a.func_basic__ad7j58hw,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,7,143,0.6,learnable,core,True,True,187127,swe_smith,en
